Curso;Nº do Tópico;Tópico;Foco Principal;Áreas de Aplicação;CHA
PHP: Do Básico ao Avançado;6;Acha erro) Projeto (Parte 4;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;7;Arrays e funções;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;8;Bootstrap) Projeto (Final) Subindo projeto para o servidor;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;9;Formulários e métodos HTTP;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;10;Projeto (Parte 1;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;11;Conexão com banco de dados MySQL;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;12;Usuário);Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;13;Programação orientada a objetos;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;14;Projeto (Parte 2;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;15;Sessões e cookies;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;16;Galeria);Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;17;Segurança em aplicações PHP;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;18;Projeto (Parte 3;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;19;Frameworks PHP;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;20;Acha erro);Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;21;Projeto prático final;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;22;Projeto (Parte 4;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;23;Bootstrap);Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;24;PhotoShop CC 01;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;25;O que é 02;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;26;Baixando o photoshop 03;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;27;Interface 04;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;28;Novo arquivo 05;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;29;Abrindo um arquivo 06;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;30;Salvando em vários formatos 07;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;31;O que é PSD 08;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;32;Como importar imagem 09;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;33;Camadas parte 1 10;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;34;Camadas parte 2 11;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;35;Cores 12;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;36;Ferramenta texto 13;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
